,A,B,C,A,B,C
15663,UQJ28419.1 ,AY.20,1271,Mexico,Mexico,2021/6/5
15664,UML30223.1 ,B.1.617.2,1271,India,India,2021/6/5
15665,UML30298.1 ,B.1.617.2,1271,India,India,2021/6/5
15666,ULD53863.1 ,AY.32,1271,South Africa,South Africa,2021/6/5
15667,ULD53875.1 ,AY.32,1271,South Africa,South Africa,2021/6/5
15668,UCU62341.1 ,B.1.1.7,1270,USA: Kentucky,USA,2021/6/5
15669,UCU62365.1 ,C.37,1266,USA: Texas,USA,2021/6/5
15670,UCU70916.1 ,B.1.617.2,1271,USA: Colorado,USA,2021/6/5
15671,UCU70940.1 ,B.1.1.7,1270,USA: Colorado,USA,2021/6/5
15672,UBN38897.1 ,C.37,1266,USA,USA,2021/6/5
15673,QZB34682.1 ,B.1.526,1273,USA,USA,2021/6/5
15674,QXN18520.1 ,B.1.617.2,1273,India,India,2021/6/5
15675,QXL01730.1 ,B.1.1.7,1270,USA: Colorado,USA,2021/6/5
15676,QWW63089.1 ,B.1.1.7,1270,USA: Pennsylvania,USA,2021/6/5
15677,QWT99585.1 ,B.1.429,1273,USA: Florida,USA,2021/6/5
15678,QWT99621.1 ,B.1.1.7,1270,USA: Florida,USA,2021/6/5
15679,URW64295.1 ,AY.46,1271,Uganda,Uganda,2021/6/6
15680,URA65453.1 ,P.1,1273,Brazil,Brazil,2021/6/6
15681,URA65465.1 ,P.1,1273,Brazil,Brazil,2021/6/6
15682,URA65945.1 ,P.1,1273,Brazil,Brazil,2021/6/6
15683,UQJ25017.1 ,AY.20,1271,Mexico,Mexico,2021/6/6
15684,UCU62821.1 ,P.1,1273,USA: Washington,USA,2021/6/6
15685,UCU62833.1 ,B.1.427,1273,USA: Oregon,USA,2021/6/6
15686,UCU68424.1 ,P.1.13,1273,USA: New Hampshire,USA,2021/6/6
15687,UCU71030.1 ,B.1.1.7,1270,USA: Missouri,USA,2021/6/6
15688,UCU72840.1 ,B.1.1.7,1270,USA: Wisconsin,USA,2021/6/6
15689,QZB34483.1 ,B.1.1.7,1270,USA,USA,2021/6/6
15690,QXL01997.1 ,B.1.1.7,1270,USA: North Carolina,USA,2021/6/6
15691,QWY65938.1 ,B.1.1.7,1270,USA: Tennessee,USA,2021/6/6
15692,QWY66875.1 ,P.1,1273,USA: Florida,USA,2021/6/6
15693,QWY67456.1 ,P.1,1273,USA: New Jersey,USA,2021/6/6
15694,QWW62948.1 ,Q.3,1270,USA: Arizona,USA,2021/6/6
15695,QWW63390.1 ,B.1.1.7,1270,USA: Texas,USA,2021/6/6
15696,QWW65348.1 ,B.1.1.7,1270,USA: Illinois,USA,2021/6/6
15697,QWT99807.1 ,B.1,1273,USA: Florida,USA,2021/6/6
15698,QWT99937.1 ,B.1.1.7,1270,USA: Florida,USA,2021/6/6
15699,QWU00276.1 ,B.1.1.7,1270,USA: Mississippi,USA,2021/6/6
15700,QWU04686.1 ,B.1.1.7,1270,USA: North Carolina,USA,2021/6/6
15701,WKQ27600.1 ,AY.62,1271,USA,USA,2021/6/7
15702,URA64410.1 ,P.1.14,1272,Brazil,Brazil,2021/6/7
15703,URA64998.1 ,P.1.17,1273,Brazil,Brazil,2021/6/7
15704,URA65298.1 ,P.1,1273,Brazil,Brazil,2021/6/7
15705,URA65501.1 ,P.1.14,1273,Brazil,Brazil,2021/6/7
15706,URA66077.1 ,P.1,1273,Brazil,Brazil,2021/6/7
15707,URA66293.1 ,P.1,1273,Brazil,Brazil,2021/6/7
15708,URA68723.1 ,P.1,1273,Brazil,Brazil,2021/6/7
15709,URA68903.1 ,P.1.7,1273,Brazil,Brazil,2021/6/7
15710,URA70495.1 ,P.1,1273,Brazil,Brazil,2021/6/7
15711,URA72226.1 ,P.1,1273,Brazil,Brazil,2021/6/7
15712,URA83113.1 ,P.1,1273,Brazil,Brazil,2021/6/7
15713,URA83245.1 ,P.1,1273,Brazil,Brazil,2021/6/7
15714,URA84246.1 ,P.1,1273,Brazil,Brazil,2021/6/7
15715,URA84330.1 ,P.1,1273,Brazil,Brazil,2021/6/7
15716,UQJ28431.1 ,AY.20,1271,Mexico,Mexico,2021/6/7
15717,UJV00857.1 ,P.1.7,1273,USA,USA,2021/6/7
15718,UEQ72791.1 ,B.1.1.7,1269,Mexico,Mexico,2021/6/7
15719,UEQ73054.1 ,B.1.1.7,1270,Mexico,Mexico,2021/6/7
15720,UDW21334.1 ,P.1,1273,USA: FL,USA,2021/6/7
15721,UCU62656.1 ,B.1.1.7,1270,USA: New Mexico,USA,2021/6/7
15722,UCU68472.1 ,P.1,1273,USA: New York,USA,2021/6/7
15723,UCU72678.1 ,B.1.1.7,1270,USA: Indiana,USA,2021/6/7
15724,UCU73050.1 ,B.1.1.7,1270,USA: New Jersey,USA,2021/6/7
15725,UCU76674.1 ,B.1.1.519,1273,USA: California,USA,2021/6/7
15726,UBN38825.1 ,B.1.637,1272,USA,USA,2021/6/7
15727,QZQ77377.1 ,P.1,1273,USA: FL,USA,2021/6/7
15728,QYX86987.1 ,B.1.1.7,1270,USA: New Hampshire,USA,2021/6/7
15729,QXL01858.1 ,B.1.1.7,1270,USA: Colorado,USA,2021/6/7
15730,QXL65591.1 ,B.1.1.7,1270,USA: FL,USA,2021/6/7
15731,QXI76679.1 ,B.1.1.7,1270,USA,USA,2021/6/7
15732,QXG91608.1 ,B.1.637,1272,USA: West Virginia,USA,2021/6/7
15733,QXG12840.1 ,P.1,1273,USA: Illinois,USA,2021/6/7
15734,QXE66644.1 ,B.1.526,1273,USA: Massachusetts,USA,2021/6/7
15735,QWZ15490.1 ,B.1.1.7,1270,USA: Texas,USA,2021/6/7
15736,QWY62507.1 ,P.1,1273,USA: Minnesota,USA,2021/6/7
15737,QWY66128.1 ,B.1.526,1273,USA: Colorado,USA,2021/6/7
15738,QWY67101.1 ,B.1.1.7,1270,USA: Tennessee,USA,2021/6/7
15739,QWY67290.1 ,B.1.1.7,1270,USA: California,USA,2021/6/7
15740,QWY67713.1 ,B.1.526,1273,USA: Tennessee,USA,2021/6/7
15741,QWY69533.1 ,B.1.526,1273,USA: California,USA,2021/6/7
15742,QWW94213.1 ,P.1,1273,USA: Massachusetts,USA,2021/6/7
15743,QWW63077.1 ,B.1.1.7,1270,USA: Missouri,USA,2021/6/7
15744,QWT95693.1 ,B.1.621,1272,USA: Ohio,USA,2021/6/7
15745,UTE95586.1 ,B.1.637,1272,USA,USA,2021/6/8
15746,UTX57412.1 ,AY.45,1271,South Africa: Western Cape,South Africa,2021/6/8
15747,URA65405.1 ,P.1.7,1273,Brazil,Brazil,2021/6/8
15748,URA66365.1 ,P.1,1273,Brazil,Brazil,2021/6/8
15749,URA69587.1 ,P.1,1273,Brazil,Brazil,2021/6/8
15750,URA82563.1 ,P.1,1273,Brazil,Brazil,2021/6/8
15751,URA82622.1 ,P.1,1273,Brazil,Brazil,2021/6/8
15752,URA82658.1 ,P.1,1273,Brazil,Brazil,2021/6/8
15753,URA82741.1 ,P.1,1273,Brazil,Brazil,2021/6/8
15754,URA82837.1 ,P.1,1273,Brazil,Brazil,2021/6/8
15755,URA82957.1 ,P.1,1273,Brazil,Brazil,2021/6/8
15756,UQJ25244.1 ,AY.26,1271,Mexico,Mexico,2021/6/8
15757,UPD29683.1 ,AY.45,1271,South Africa,South Africa,2021/6/8
15758,UOK30889.1 ,AY.44,1271,USA: AR,USA,2021/6/8
15759,UNZ13167.1 ,B.1.351,1270,South Africa: Western Cape,South Africa,2021/6/8
15760,UNU32439.1 ,B.1.351,1270,South Africa: Western Cape,South Africa,2021/6/8
15761,ULL39264.1 ,B.1,1272,South Africa,South Africa,2021/6/8
15762,UEQ69580.1 ,B.1.1.7,1270,Mexico,Mexico,2021/6/8
15763,UEQ74310.1 ,B.1.1.7,1270,Mexico,Mexico,2021/6/8
15764,UDB11904.1 ,B.1.1.519,1273,"USA: California,San Diego",USA,2021/6/8
15765,UCU71325.1 ,B.1.526,1273,USA: Indiana,USA,2021/6/8
15766,UCU73225.1 ,B.1.1.7,1270,USA: North Carolina,USA,2021/6/8
15767,UCU73261.1 ,B.1.1.7,1270,USA: North Carolina,USA,2021/6/8
15768,UCU73273.1 ,B.1.1.7,1270,USA: North Carolina,USA,2021/6/8
15769,UCU73355.1 ,B.1.1.7,1270,USA: Virginia,USA,2021/6/8
15770,UCU76838.1 ,B.1.1,1270,USA: Virginia,USA,2021/6/8
15771,UCU77096.1 ,P.1,1273,USA: Arizona,USA,2021/6/8
15772,UCU77432.1 ,B.1.1.7,1270,USA: Texas,USA,2021/6/8
15773,UCU78560.1 ,B.1.1.7,1270,USA: West Virginia,USA,2021/6/8
15774,UBG43079.1 ,R.1,1271,USA: Pennsylvania,USA,2021/6/8
15775,QXL02092.1 ,B.1.1.7,1270,USA: Colorado,USA,2021/6/8
15776,QXJ09432.1 ,B.1.637,1272,"USA: Washington,Spokane County",USA,2021/6/8
15777,QXF86367.1 ,B.1.1.7,1270,USA: Illinois,USA,2021/6/8
15778,QXF90379.1 ,B.1.1.7,1270,USA: Illinois,USA,2021/6/8
15779,QXF98202.1 ,B.1.637,1272,USA: Colorado,USA,2021/6/8
15780,QWY68241.1 ,P.1.15,1273,USA: Tennessee,USA,2021/6/8
15781,QWY68299.1 ,B.1.1.7,1270,USA: Florida,USA,2021/6/8
15782,QWY69071.1 ,B.1.1.7,1270,USA: Indiana,USA,2021/6/8
15783,QWY69213.1 ,B.1.1.7,1270,USA: Florida,USA,2021/6/8
15784,QWY69497.1 ,B.1.1.7,1270,USA: California,USA,2021/6/8
15785,QWY69912.1 ,P.1,1273,USA: Florida,USA,2021/6/8
15786,QWY70355.1 ,B.1.637,1272,USA: West Virginia,USA,2021/6/8
15787,QWU05394.1 ,B.1.1.7,1270,USA: Minnesota,USA,2021/6/8
15788,UTE13634.1 ,B.1.637,1272,USA,USA,2021/6/9
15789,UTX56657.1 ,AY.32,1271,South Africa: Western Cape,South Africa,2021/6/9
15790,URA64019.1 ,P.1,1273,Brazil,Brazil,2021/6/9
15791,URA64578.1 ,P.1,1273,Brazil,Brazil,2021/6/9
15792,URA69863.1 ,P.1,1273,Brazil,Brazil,2021/6/9
15793,URA70674.1 ,P.1,1273,Brazil,Brazil,2021/6/9
15794,URA82263.1 ,P.1,1273,Brazil,Brazil,2021/6/9
15795,URA82311.1 ,P.1,1273,Brazil,Brazil,2021/6/9
15796,URA82335.1 ,P.1.7,1273,Brazil,Brazil,2021/6/9
15797,URA82455.1 ,P.1.7,1273,Brazil,Brazil,2021/6/9
15798,UQJ28455.1 ,AY.26,1271,Mexico,Mexico,2021/6/9
15799,UPE57044.1 ,B.1.617.2,1271,France,France,2021/6/9
15800,UML25595.1 ,AY.38,1271,USA,USA,2021/6/9
15801,UML25619.1 ,AY.38,1271,USA,USA,2021/6/9
15802,ULD94603.1 ,AY.32,1271,South Africa,South Africa,2021/6/9
15803,UCU68890.1 ,B.1.526,1273,USA: Maryland,USA,2021/6/9
15804,UCU69061.1 ,B.1.1.7,1270,USA: Georgia,USA,2021/6/9
15805,UCU73823.1 ,B.1.525,1270,USA: Maryland,USA,2021/6/9
15806,UCU73977.1 ,B.1.1.7,1270,USA: New Jersey,USA,2021/6/9
15807,UCU74791.1 ,B.1.1.7,1270,USA: Virginia,USA,2021/6/9
15808,UCU77930.1 ,B.1.1.7,1270,USA: Oregon,USA,2021/6/9
15809,UCU78047.1 ,B.1.526,1273,USA: Oregon,USA,2021/6/9
15810,UCU79325.1 ,B.1.1.7,1270,USA: California,USA,2021/6/9
15811,QYG70871.1 ,B.1.1.7,1270,USA,USA,2021/6/9
15812,QYF62640.1 ,B.1.1.7,1270,USA,USA,2021/6/9
15813,QXN18196.1 ,B.1.617.2,1273,India,India,2021/6/9
15814,QXL51231.1 ,B.1.1.7,1270,USA: New Jersey,USA,2021/6/9
15815,QXL54826.1 ,B.1.1.7,1270,USA: Ohio,USA,2021/6/9
15816,QXL65367.1 ,B.1.1.7,1270,USA: FL,USA,2021/6/9
15817,QXJ09502.1 ,B.1.1.7,1270,"USA: Washington,Spokane County",USA,2021/6/9
15818,QXF85319.1 ,B.1.1.7,1270,USA: Minnesota,USA,2021/6/9
15819,QXF88220.1 ,B.1.1.7,1270,USA: California,USA,2021/6/9
15820,QXF88466.1 ,B.1.1.7,1270,USA: Washington,USA,2021/6/9
15821,QXF89836.1 ,B.1.1.7,1273,USA: Washington,USA,2021/6/9
15822,QXF99922.1 ,B.1.1.7,1270,USA: Colorado,USA,2021/6/9
15823,QXG00382.1 ,B.1.1.7,1270,USA: South Carolina,USA,2021/6/9
15824,QXG12672.1 ,P.1.17,1273,USA: Connecticut,USA,2021/6/9
15825,QXG12864.1 ,P.1,1273,USA: Texas,USA,2021/6/9
15826,QWY47558.1 ,B.1.1.7,1270,"USA: SC, LANCASTER",USA,2021/6/9
15827,QWY69747.1 ,B.1.1.7,1270,USA: Texas,USA,2021/6/9
15828,QWY70213.1 ,B.1.1.7,1270,USA: New York,USA,2021/6/9
15829,WIV80157.1 ,B.1.617.2,1273,India,India,2021/6/10
15830,UZP54484.1 ,P.1,1273,Brazil,Brazil,2021/6/10
15831,URW64175.1 ,AY.46,1269,Uganda,Uganda,2021/6/10
15832,URW64235.1 ,AY.46.4,1271,Uganda,Uganda,2021/6/10
15833,URA72059.1 ,P.1.14,1273,Brazil,Brazil,2021/6/10
15834,URA81891.1 ,P.1.14,1273,Brazil,Brazil,2021/6/10
15835,URA81987.1 ,P.1,1273,Brazil,Brazil,2021/6/10
15836,URA82131.1 ,P.1.10,1273,Brazil,Brazil,2021/6/10
15837,URA94905.1 ,P.1.14,1273,Brazil,Brazil,2021/6/10
15838,UML30249.1 ,B.1.617,1273,India,India,2021/6/10
15839,UJZ12852.1 ,AY.44,1271,USA: Arkansas,USA,2021/6/10
15840,UCU69803.1 ,A.2.5,1273,USA: Florida,USA,2021/6/10
15841,UCU74280.1 ,B.1.1.7,1270,USA: Indiana,USA,2021/6/10
15842,UCU74511.1 ,B.1.1.7,1270,USA: New Jersey,USA,2021/6/10
15843,UCU74720.1 ,P.1,1273,USA: New Jersey,USA,2021/6/10
15844,UCU79037.1 ,B.1.1,1272,USA: New Mexico,USA,2021/6/10
15845,UCU79072.1 ,B.1.637,1272,USA: Washington,USA,2021/6/10
15846,UCU80964.1 ,B.1.1.7,1270,USA: Washington,USA,2021/6/10
15847,UAZ09185.1 ,B.1.1.7,1270,USA: New Mexico,USA,2021/6/10
15848,UAZ43936.1 ,AY.35,1271,USA: GA,USA,2021/6/10
15849,QZS40764.1 ,C.17,1273,Egypt,Egypt,2021/6/10
15850,QXL42347.1 ,P.1,1273,USA: Florida,USA,2021/6/10
15851,QXL42886.1 ,P.1,1273,USA: New Jersey,USA,2021/6/10
15852,QXL52230.1 ,B.1.1.7,1270,USA: New Jersey,USA,2021/6/10
15853,QXL52815.1 ,B.1.1.7,1270,USA: Florida,USA,2021/6/10
15854,QXL52851.1 ,B.1.1.7,1270,USA: Georgia,USA,2021/6/10
15855,QXL57949.1 ,B.1.1.7,1270,USA: New Jersey,USA,2021/6/10
15856,QXG97372.1 ,B.1.1.7,1270,USA: West Virginia,USA,2021/6/10
15857,QXG12265.1 ,P.1,1272,USA: California,USA,2021/6/10
15858,QXE45406.1 ,B.1.1.7,1270,USA: Texas,USA,2021/6/10
15859,QWY70813.1 ,P.1.17,1273,USA: California,USA,2021/6/10
15860,QWY70849.1 ,B.1.1.7,1270,USA: California,USA,2021/6/10
15861,QWY71683.1 ,B.1.1.7,1270,USA: California,USA,2021/6/10
15862,QWY72584.1 ,B.1.1.7,1270,USA: Colorado,USA,2021/6/10
15863,QWY72726.1 ,B.1.1.7,1270,USA: Maryland,USA,2021/6/10
15864,USD94125.1 ,AY.57,1271,Viet Nam,Viet Nam,2021/6/11
15865,URF08864.1 ,AY.44,1271,USA: New Mexico,USA,2021/6/11
15866,URA59740.1 ,P.1,1273,Brazil,Brazil,2021/6/11
15867,URA65358.1 ,P.1,1273,Brazil,Brazil,2021/6/11
15868,URA71403.1 ,P.1,1273,Brazil,Brazil,2021/6/11
15869,URA72023.1 ,P.1,1273,Brazil,Brazil,2021/6/11
15870,URA81543.1 ,P.1,1273,Brazil,Brazil,2021/6/11
15871,URA81603.1 ,P.1,1273,Brazil,Brazil,2021/6/11
15872,URA81615.1 ,P.1,1273,Brazil,Brazil,2021/6/11
15873,URA81675.1 ,P.1.14,1273,Brazil,Brazil,2021/6/11
15874,URA81735.1 ,P.1,1273,Brazil,Brazil,2021/6/11
15875,UQJ28467.1 ,AY.20,1271,Mexico,Mexico,2021/6/11
15876,UPD30382.1 ,B.1.351,1270,South Africa,South Africa,2021/6/11
15877,UPG38035.1 ,AY.1,1271,USA,USA,2021/6/11
15878,UNJ23187.1 ,P.1,1273,Paraguay,Paraguay,2021/6/11
15879,UEQ72994.1 ,B.1.1.7,1270,Mexico,Mexico,2021/6/11
15880,UDB06434.1 ,Q.3,1270,"USA: California,San Diego",USA,2021/6/11
15881,UCU70078.1 ,B.1.617.2,1271,USA: Tennessee,USA,2021/6/11
15882,UCU80304.1 ,AY.35,1271,USA: Texas,USA,2021/6/11
15883,UCU80398.1 ,P.1,1273,USA: Texas,USA,2021/6/11
15884,UCU80434.1 ,C.37,1266,USA: Texas,USA,2021/6/11
15885,UCU80802.1 ,A.2.5.2,1273,USA: Texas,USA,2021/6/11
15886,UCU82912.1 ,B.1.1.7,1270,USA: California,USA,2021/6/11
15887,QYX86713.1 ,P.1,1273,USA: New Hampshire,USA,2021/6/11
15888,QXX43745.1 ,B.1.526,1273,USA: North Carolina,USA,2021/6/11
15889,QXV98182.1 ,B.1.1.7,1270,"USA: Washington,Franklin County",USA,2021/6/11
15890,QXT11597.1 ,B.1.1.7,1270,USA: Kentucky,USA,2021/6/11
15891,QXP16579.1 ,B.1.1.7,1270,USA: ID,USA,2021/6/11
15892,QXO32457.1 ,B.1.1.7,1270,USA: California,USA,2021/6/11
15893,QXK81902.1 ,B.1.526,1273,USA: New Hampshire,USA,2021/6/11
15894,QXK87998.1 ,B.1.637,1272,USA: Kentucky,USA,2021/6/11
15895,QXL42335.1 ,P.1,1273,USA: Florida,USA,2021/6/11
15896,QXL42478.1 ,P.1,1273,USA: Texas,USA,2021/6/11
15897,QXL53065.1 ,B.1.1.7,1270,USA: Florida,USA,2021/6/11
15898,QXL55173.1 ,B.1.1.7,1270,USA: New York,USA,2021/6/11
15899,QXL55840.1 ,B.1.1.7,1270,USA: Ohio,USA,2021/6/11
15900,QXL57785.1 ,B.1.637,1273,USA: Michigan,USA,2021/6/11
15901,QXL58086.1 ,B.1.1.7,1270,USA: Tennessee,USA,2021/6/11
15902,QXI73563.1 ,B.1.1.7,1273,"USA: Louisiana, St Tammany",USA,2021/6/11
15903,QXF85493.1 ,B.1.526,1273,USA: Louisiana,USA,2021/6/11
15904,QXF87355.1 ,B.1.1.7,1270,USA: Nevada,USA,2021/6/11
15905,QXF87562.1 ,B.1.617.2,1269,USA: California,USA,2021/6/11
15906,QXF87724.1 ,B.1.1.7,1270,USA: California,USA,2021/6/11
15907,QXF89439.1 ,B.1.1.7,1270,USA: Massachusetts,USA,2021/6/11
15908,QXF90598.1 ,B.1.1.7,1270,USA: Texas,USA,2021/6/11
15909,QXF91075.1 ,B.1,1273,USA: Nevada,USA,2021/6/11
15910,QWZ15832.1 ,P.1,1273,USA: Missouri,USA,2021/6/11
15911,QWY71648.1 ,B.1.617.2,1271,USA: Florida,USA,2021/6/11
15912,QWY72986.1 ,B.1.1.7,1271,USA: Tennessee,USA,2021/6/11
15913,QWX96315.1 ,B.1.1.7,1265,USA: MD,USA,2021/6/11
15914,UTK46363.1 ,AY.46.4,1271,Uganda,Uganda,2021/6/12
15915,URA69659.1 ,P.1.4,1273,Brazil,Brazil,2021/6/12
15916,URA79952.1 ,P.1.14,1273,Brazil,Brazil,2021/6/12
15917,URA79976.1 ,P.1,1273,Brazil,Brazil,2021/6/12
15918,UHM88783.1 ,B.1.617.2,1273,Russia,Russia,2021/6/12
15919,UEQ70393.1 ,B.1.1.7,1270,Mexico,Mexico,2021/6/12
15920,UCU72447.1 ,B.1.1.7,1270,USA: Kansas,USA,2021/6/12
15921,UCU75659.1 ,B.1.1.7,1270,USA: District of Columbia,USA,2021/6/12
15922,UCU75847.1 ,B.1.1.7,1270,USA: Maryland,USA,2021/6/12
15923,UCU80756.1 ,B.1.617.2,1271,USA: California,USA,2021/6/12
15924,UCU81730.1 ,C.37,1266,USA: Texas,USA,2021/6/12
15925,UCU82625.1 ,B.1.637,1272,USA: California,USA,2021/6/12
15926,UBG65162.1 ,P.1.17,1273,USA: New Jersey,USA,2021/6/12
15927,UBG70020.1 ,P.1,1273,USA: Illinois,USA,2021/6/12
15928,UBG43536.1 ,B.1.1.7,1270,USA: Pennsylvania,USA,2021/6/12
15929,QXO32599.1 ,P.1,1273,USA: Florida,USA,2021/6/12
15930,QXO32871.1 ,B.1.1.7,1270,USA: Florida,USA,2021/6/12
15931,QXK87634.1 ,P.1,1273,USA: Kentucky,USA,2021/6/12
15932,QXK87927.1 ,B.1.1.7,1270,USA: California,USA,2021/6/12
15933,QXK88010.1 ,B.1.1.7,1270,USA: California,USA,2021/6/12
15934,QXL51948.1 ,B.1.1.7,1270,USA: Texas,USA,2021/6/12
15935,QXL52546.1 ,B.1.637,1272,USA: Maine,USA,2021/6/12
15936,QXL53828.1 ,B.1.1.7,1270,USA: Florida,USA,2021/6/12
15937,QXL54337.1 ,B.1.526,1273,USA: Hawaii,USA,2021/6/12
15938,QXL56140.1 ,B.1.617.2,1271,USA: Texas,USA,2021/6/12
15939,QXL56964.1 ,Q.3,1270,USA: Washington,USA,2021/6/12
15940,QXL64944.1 ,P.1,1273,USA: FL,USA,2021/6/12
15941,QXI93697.1 ,B.1.1.7,1270,USA: TX,USA,2021/6/12
15942,QXF90692.1 ,B.1.1.7,1270,USA: Texas,USA,2021/6/12
15943,QXF90728.1 ,B.1.1.7,1270,USA: Texas,USA,2021/6/12
15944,QXG00164.1 ,B.1.1.7,1270,USA: Colorado,USA,2021/6/12
15945,QXD10550.1 ,B.1.1.7,1270,Bahrain,Bahrain,2021/6/12
15946,URA72856.1 ,P.1.14,1273,Brazil,Brazil,2021/6/13
15947,URA73718.1 ,P.1,1273,Brazil,Brazil,2021/6/13
15948,UEZ74283.1 ,B.1.637,1261,USA: FL,USA,2021/6/13
15949,UEZ74318.1 ,B.1.1.7,1270,USA: FL,USA,2021/6/13
15950,UEC88533.1 ,B.1.1.7,1270,USA: FL,USA,2021/6/13
15951,UCU75929.1 ,A.2.5,1273,USA: Virginia,USA,2021/6/13
15952,UBG53553.1 ,B.1.1.7,1270,USA: Michigan,USA,2021/6/13
15953,UBG55268.1 ,B.1.1.7,1270,USA: Arizona,USA,2021/6/13
15954,UBG57058.1 ,B.1.1.7,1270,USA: Arizona,USA,2021/6/13
15955,UBG77522.1 ,B.1.1.7,1270,USA: Illinois,USA,2021/6/13
15956,UBG81271.1 ,B.1.526,1273,USA: Minnesota,USA,2021/6/13
15957,QYV76536.1 ,P.1,1273,USA: Colorado,USA,2021/6/13
15958,QXO30778.1 ,B.1.526,1273,USA: Florida,USA,2021/6/13
15959,QXO31635.1 ,P.1.10,1267,USA: Louisiana,USA,2021/6/13
15960,QXK79797.1 ,P.1,1272,USA: Massachusetts,USA,2021/6/13
15961,QXK84121.1 ,B.1.637,1273,USA: New Jersey,USA,2021/6/13
15962,QXK87939.1 ,A.2.5,1272,USA: California,USA,2021/6/13
15963,QXL51323.1 ,B.1.1.7,1270,USA: Texas,USA,2021/6/13
15964,QXL51404.1 ,AY.35,1271,USA: Texas,USA,2021/6/13
15965,QXL51522.1 ,B.1.1.7,1270,USA: Texas,USA,2021/6/13
15966,QXL52757.1 ,B.1.1.7,1270,USA: Texas,USA,2021/6/13
15967,QXL53195.1 ,B.1.1.7,1270,USA: Texas,USA,2021/6/13
15968,QXL54678.1 ,B.1.526,1273,USA: Tennessee,USA,2021/6/13
15969,QXF99701.1 ,B.1.1.7,1270,USA: South Carolina,USA,2021/6/13
15970,QXE66512.1 ,B.1.1.7,1270,USA: Massachusetts,USA,2021/6/13
15971,UZP54880.1 ,P.1.7,1273,Brazil,Brazil,2021/6/14
15972,WEV00007.1 ,AY.38,1271,South Africa,South Africa,2021/6/14
15973,URA64377.1 ,B.1.1.28,1273,Brazil,Brazil,2021/6/14
15974,URA68819.1 ,P.1,1273,Brazil,Brazil,2021/6/14
15975,URA72118.1 ,P.1,1273,Brazil,Brazil,2021/6/14
15976,URA72178.1 ,P.1,1273,Brazil,Brazil,2021/6/14
15977,URA80885.1 ,P.1,1273,Brazil,Brazil,2021/6/14
15978,URA80909.1 ,P.1,1273,Brazil,Brazil,2021/6/14
15979,URA80957.1 ,P.1,1273,Brazil,Brazil,2021/6/14
15980,URA81089.1 ,P.1,1273,Brazil,Brazil,2021/6/14
15981,URA81101.1 ,P.1,1273,Brazil,Brazil,2021/6/14
15982,URA81195.1 ,P.1,1273,Brazil,Brazil,2021/6/14
15983,URA83317.1 ,P.1,1273,Brazil,Brazil,2021/6/14
15984,URA87691.1 ,P.1,1272,Brazil,Brazil,2021/6/14
15985,UQJ28503.1 ,AY.20,1271,Mexico,Mexico,2021/6/14
15986,UNP61984.1 ,AY.32,1271,South Africa,South Africa,2021/6/14
15987,ULL31667.1 ,B.1.1.528,1273,South Africa,South Africa,2021/6/14
15988,ULL31679.1 ,AY.38,1271,South Africa,South Africa,2021/6/14
15989,ULL31703.1 ,B.1,1273,South Africa,South Africa,2021/6/14
15990,ULL31715.1 ,AY.38,1271,South Africa,South Africa,2021/6/14
15991,ULL31727.1 ,B.1.351.3,1273,South Africa,South Africa,2021/6/14
15992,ULL32421.1 ,AY.45,1271,South Africa,South Africa,2021/6/14
15993,ULD95488.1 ,AY.38,1271,South Africa,South Africa,2021/6/14
15994,ULD53923.1 ,AY.32,1271,South Africa,South Africa,2021/6/14
15995,UJU96498.1 ,AY.13,1270,USA,USA,2021/6/14
15996,UJU96803.1 ,AY.13,1270,USA,USA,2021/6/14
15997,UFQ73791.1 ,A,1273,USA: TN,USA,2021/6/14
15998,UDB16301.1 ,A.2.5,1273,"USA: California,San Diego",USA,2021/6/14
15999,UCU76105.1 ,B.1.1.7,1270,USA: North Carolina,USA,2021/6/14
16000,UCU82375.1 ,B.1.1.7,1270,USA: California,USA,2021/6/14
16001,UCU82854.1 ,B.1.1.7,1270,USA: California,USA,2021/6/14
16002,UCU83007.1 ,P.1,1273,USA: Alaska,USA,2021/6/14
16003,UBT42805.1 ,B.1.1.7,1270,USA: West Virginia,USA,2021/6/14
16004,UBG53982.1 ,P.1,1273,USA: Illinois,USA,2021/6/14
16005,UBG55078.1 ,P.1,1273,USA: Illinois,USA,2021/6/14
16006,UBG56321.1 ,B.1.1.7,1270,USA: Arizona,USA,2021/6/14
16007,UAZ09850.1 ,B.1.1.7,1270,USA: New Mexico,USA,2021/6/14
16008,UAZ41589.1 ,B.1.1.7,1270,USA: PR,USA,2021/6/14
16009,QXT11667.1 ,B.1.1.7,1270,USA: Ohio,USA,2021/6/14
16010,QXT12340.1 ,A.2.5,1272,USA: Texas,USA,2021/6/14
16011,QXO30814.1 ,B.1.1.7,1270,USA: California,USA,2021/6/14
16012,QXO31093.1 ,B.1.526,1273,USA: Florida,USA,2021/6/14
16013,QXO31505.1 ,B.1.617.2,1271,USA: Texas,USA,2021/6/14
16014,QXO31880.1 ,B.1.637,1272,USA: Idaho,USA,2021/6/14
16015,QXK72996.1 ,B.1.1.316,1273,USA: Massachusetts,USA,2021/6/14
16016,QXK79893.1 ,C.37,1266,USA: Florida,USA,2021/6/14
